Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds,Elevation
600,60,0,220520,224922,42.17116407,-90.10825534,5669,97.4,9,-0.257,-3,207.40039
601,60,1,220520,224923,42.17115828,-90.1081997,3941,98,9,0,1,207.7002
602,60,2,220520,224924,42.17115132,-90.10814241,3788,99.3,9.3,0.154,1,208
603,60,3,220520,224925,42.17114452,-90.10808509,3798,99.1,9.3,0,1,208
604,60,4,220520,224926,42.17113944,-90.10802493,4709,96.5,9.7,0.206,1,208.2998
605,60,5,220520,224927,42.17113558,-90.10796773,4319,95.2,9.2,-0.257,1,208.60059
606,60,6,220520,224928,42.1711296,-90.10790961,5582,97.9,9.4,0.103,1,208.60059
607,60,7,220520,224929,42.17112324,-90.1078522,4538,98.5,9.3,-0.051,1,208.90039
608,60,8,220520,224930,42.17111688,-90.10779604,5007,98.7,9.1,-0.103,1,209.10059
609,60,9,220520,224931,42.17111,-90.10774,4164,99.4,9.1,0,1,209.10059
610,61,0,220520,224720,42.17175278,-90.11107213,3816,271.9,7.8,-0.669,-131,211.2998
611,61,1,220520,224721,42.17175632,-90.11112184,5045,275.5,8,0.103,1,211.2998
612,61,2,220520,224722,42.17176021,-90.11117527,4978,275.6,8.6,0.309,1,211.5
613,61,3,220520,224723,42.17176332,-90.1112338,4013,274.1,9.4,0.412,1,211.5
614,61,4,220520,224724,42.17176416,-90.1112881,4679,271.2,8.7,-0.36,1,211.90039
615,61,5,220520,224725,42.17176526,-90.11134863,5730,271.4,9.7,0.514,1,212.10059
616,61,6,220520,224726,42.1717676,-90.11141097,4230,272.9,10,0.154,1,211.90039
617,61,7,220520,224727,42.17176886,-90.11147587,3809,271.5,10.4,0.206,1,211.90039
618,61,8,220520,224728,42.17176773,-90.11154265,4449,268.7,10.7,0.154,1,211.60059
619,61,9,220520,224729,42.17177,-90.11161,4660,272.6,10.8,0.051,1,211.2002
620,62,0,220520,224725,42.17171266,-90.111637,4847,33.2,2.9,-4.064,-4,210.5
621,62,1,220520,224726,42.17172612,-90.11162869,4304,24.6,3.2,0.154,1,210.5
622,62,2,220520,224727,42.17174119,-90.11162259,4505,16.7,3.4,0.103,1,211.2002
623,62,3,220520,224728,42.17175597,-90.1116214,4505,3.4,3.2,-0.103,1,211.2002
624,62,4,220520,224729,42.17177158,-90.11162399,4165,353,3.4,0.103,1,211.2002
625,62,5,220520,224730,42.17177495,-90.11169063,4684,273.9,10.7,3.755,1,210.7998
626,62,6,220520,224731,42.17177922,-90.1117578,4062,274.9,10.8,0.051,1,210.40039
627,62,7,220520,224732,42.17178113,-90.11182517,4361,272.2,10.8,0,1,210.40039
628,62,8,220520,224733,42.17178052,-90.11189259,3991,269.3,10.8,0,1,209.90039
629,62,9,220520,224734,42.17178,-90.11196,4563,269.4,10.8,0,1,209.60059
630,63,0,220520,224739,42.17177952,-90.11228724,4230,269.9,10.5,0,5,208.90039
631,63,1,220520,224740,42.17177806,-90.11235338,4399,268.3,10.6,0.051,1,208.5
632,63,2,220520,224741,42.17177579,-90.11242073,4453,267.4,10.8,0.103,1,208.5
633,63,3,220520,224742,42.17177131,-90.1124885,3711,264.9,10.9,0.051,1,208
634,63,4,220520,224743,42.17176597,-90.1125549,4495,263.8,10.7,-0.103,1,207.7002
635,63,5,220520,224744,42.17176127,-90.11262077,4220,264.5,10.6,-0.051,1,207.2998
636,63,6,220520,224745,42.17175822,-90.11268806,4058,266.5,10.8,0.103,1,207.2998
637,63,7,220520,224746,42.17175582,-90.11275415,4413,267.2,10.6,-0.103,1,206.90039
638,63,8,220520,224747,42.17175325,-90.11282023,4301,267,10.6,0,1,206.2998
639,63,9,220520,224748,42.17175,-90.11288,4185,265.8,9.6,-0.514,1,205.40039
640,64,0,220520,224754,42.17159488,-90.11275965,3995,271.4,10.7,0.566,6,207
641,64,1,220520,224755,42.17159574,-90.11282643,4106,271,10.7,0,1,206.60059
642,64,2,220520,224756,42.17159644,-90.11289322,3865,270.8,10.7,0,1,205.90039
643,64,3,220520,224757,42.1715955,-90.11295875,4224,268.9,10.5,-0.103,1,204.7998
644,64,4,220520,224758,42.17156619,-90.11294514,3941,161,6.7,-1.955,1,205.90039
645,64,5,220520,224759,42.17153895,-90.11292518,4118,151.5,6.7,0,1,205.7002
646,64,6,220520,224800,42.17151542,-90.11289796,4056,139.4,6.7,0,1,205.7002
647,64,7,220520,224801,42.17150742,-90.11285369,4299,103.7,7.3,0.309,1,206.40039
648,64,8,220520,224802,42.17150197,-90.11279862,4118,97.6,8.9,0.823,1,206.40039
649,64,9,220520,224803,42.1715,-90.11274,4118,92.6,9.4,0.257,1,206.7998
650,65,0,220520,224805,42.17150119,-90.11263285,3971,88.5,9.7,-0.617,2,207.10059
651,65,1,220520,224806,42.17150216,-90.11256482,3809,88.9,10.9,0.617,1,207.2998
652,65,2,220520,224807,42.17150355,-90.11249743,4393,88.4,10.8,-0.051,1,207.60059
653,65,3,220520,224808,42.1715054,-90.11242943,4066,87.9,10.9,0.051,1,207.90039
654,65,4,220520,224809,42.17150646,-90.11236141,4414,88.8,10.9,0,1,207.90039
655,65,5,220520,224810,42.17150751,-90.11229338,4025,88.8,10.9,0,1,208.2002
656,65,6,220520,224811,42.17150876,-90.11222473,3975,88.6,11,0.051,1,208.40039
657,65,7,220520,224812,42.17150982,-90.11215608,3751,88.8,11,0,1,208.5
658,65,8,220520,224813,42.17151035,-90.11208804,4543,89.4,10.9,-0.051,1,208.40039
659,65,9,220520,224814,42.17151,-90.11202,4203,90.4,10.9,0,1,208.40039
660,66,0,220520,224819,42.17150142,-90.11169617,4019,89.9,10.3,-0.309,5,208.7998
661,66,1,220520,224820,42.1715009,-90.11163937,4348,90.7,9.1,-0.617,1,209
662,66,2,220520,224821,42.17150038,-90.11158195,4339,90.7,9.2,0.051,1,209
663,66,3,220520,224822,42.17150046,-90.11152015,3779,89.9,9.9,0.36,1,209.10059
664,66,4,220520,224823,42.17149957,-90.11145149,3906,91,11,0.566,1,209.2998
665,66,5,220520,224824,42.17150019,-90.11138408,4728,89.3,10.8,-0.103,1,209.2998
666,66,6,220520,224825,42.17150045,-90.11131541,4222,89.7,11,0.103,1,209
667,66,7,220520,224826,42.17150256,-90.11124743,4098,87.6,10.9,-0.051,1,209
668,66,8,220520,224827,42.17150422,-90.11118005,4173,88.1,10.8,-0.051,1,208.60059
669,66,9,220520,224828,42.17151,-90.11112,4795,82.6,9.7,-0.566,1,208.2002
670,67,0,220520,224835,42.17155391,-90.11077389,3848,96.9,6,-0.206,7,208.40039
671,67,1,220520,224836,42.1715458,-90.11074003,3980,107.9,5.7,-0.154,1,207.5
672,67,2,220520,224837,42.17153405,-90.11070679,3813,115.5,5.9,0.103,1,207.10059
673,67,3,220520,224838,42.17151993,-90.1106731,3984,119.5,6.2,0.154,1,207.10059
674,67,4,220520,224839,42.17150234,-90.11063791,3991,124,6.8,0.309,1,207.10059
675,67,5,220520,224840,42.17148364,-90.11060147,4081,124.7,7.1,0.154,1,206.7998
676,67,6,220520,224841,42.17146449,-90.11056168,4164,123,7.6,0.257,1,205.90039
677,67,7,220520,224842,42.17144198,-90.11052282,4081,128,7.9,0.154,1,205.7002
678,67,8,220520,224843,42.17141912,-90.11048276,4371,127.6,8.1,0.103,1,205.7002
679,67,9,220520,224844,42.1714,-90.11044,3595,121.1,8,-0.051,1,204.90039
680,68,0,220520,224839,42.17136927,-90.11068619,3945,79.5,9.3,0.669,-5,205.40039
681,68,1,220520,224840,42.17137899,-90.11063156,4311,76.5,9,-0.154,1,205.10059
682,68,2,220520,224841,42.17138853,-90.11057751,4232,76.6,8.9,-0.051,1,205.10059
683,68,3,220520,224842,42.17139703,-90.11052826,4191,76.9,8.1,-0.412,1,204.90039
684,68,4,220520,224843,42.17140382,-90.11048363,3843,78.4,7.3,-0.412,1,204.90039
685,68,5,220520,224844,42.1714047,-90.11044369,4084,88.3,6.4,-0.463,1,204.90039
686,68,6,220520,224845,42.17138877,-90.11040493,4229,119,7.1,0.36,1,204.90039
687,68,7,220520,224846,42.17137168,-90.11036063,3993,117.5,8,0.463,1,205
688,68,8,220520,224847,42.17135694,-90.11030476,4043,109.6,9.5,0.772,1,205
689,68,9,220520,224848,42.17135,-90.11025,3977,99.7,8.9,-0.309,1,204.40039
690,69,0,220520,224857,42.17132142,-90.10972028,4823,92.6,10,0.103,9,203.2998
691,69,1,220520,224858,42.17131637,-90.1096576,4562,96.2,10.1,0.051,1,203.2002
692,69,2,220520,224859,42.17130933,-90.10959401,5074,98.5,10.3,0.103,1,203.10059
693,69,3,220520,224900,42.17130056,-90.10952954,4207,100.4,10.5,0.103,1,203.10059
694,69,4,220520,224901,42.17129145,-90.10946452,4213,100.7,10.6,0.051,1,202.10059
695,69,5,220520,224902,42.17128558,-90.10941332,4266,98.8,8.3,-1.183,1,202.10059
696,69,6,220520,224903,42.17127971,-90.10936212,4110,98.8,8.3,0,1,202.10059
697,69,7,220520,224904,42.17127327,-90.10930851,4096,99.2,8.7,0.206,1,202.2998
698,69,8,220520,224905,42.17126647,-90.10925055,5683,99,9.4,0.36,1,202.60059
699,69,9,220520,224906,42.17126,-90.10919,4964,98.2,9.8,0.206,1,202.60059
700,70,0,220520,224902,42.17126077,-90.10942631,3888,88.3,8.4,-0.72,-4,202.10059
701,70,1,220520,224903,42.17126372,-90.10937215,4616,85.8,8.7,0.154,1,202.10059
702,70,2,220520,224904,42.17126565,-90.10931478,4288,87.4,9.2,0.257,1,202.2998
703,70,3,220520,224905,42.17126668,-90.10925362,3839,88.7,9.8,0.309,1,202.60059
704,70,4,220520,224906,42.1712666,-90.10919245,3791,90.1,9.8,0,1,202.60059
705,70,5,220520,224907,42.17126119,-90.10913296,4068,97,9.6,-0.103,1,203.2002
706,70,6,220520,224908,42.17125601,-90.10907345,4206,96.7,9.6,0,1,204.10059
707,70,7,220520,224909,42.1712508,-90.10901456,4667,96.8,9.5,-0.051,1,204.10059
708,70,8,220520,224910,42.17124528,-90.10895636,4060,97.3,9.4,-0.051,1,205
709,70,9,220520,224911,42.17124,-90.1089,4109,97.2,9.1,-0.154,1,205.7002
710,71,0,220520,224916,42.17119864,-90.10861755,4001,98.5,9.4,0.051,5,206.7002
711,71,1,220520,224917,42.17119235,-90.10856012,4575,98.4,9.3,-0.051,1,207.10059
712,71,2,220520,224918,42.17118473,-90.10850298,4537,100.2,9.3,0,1,207.10059
713,71,3,220520,224919,42.17117734,-90.10844643,5492,100,9.2,-0.051,1,207.40039
714,71,4,220520,224920,42.17116913,-90.10838944,3984,101,9.3,0.051,1,207.60059
715,71,5,220520,224921,42.17116248,-90.10833145,4293,98.8,9.4,0.051,1,207.10059
716,71,6,220520,224922,42.1711553,-90.10827168,3754,99.2,9.7,0.154,1,207.40039
717,71,7,220520,224923,42.17114861,-90.10821054,3803,98.4,9.9,0.103,1,207.7002
718,71,8,220520,224924,42.17114398,-90.10814906,4058,95.8,9.9,0,1,207.7002
719,71,9,220520,224925,42.17114,-90.10809,4715,95.2,9.5,-0.206,1,208
720,72,0,220520,224922,42.17116407,-90.10825534,5669,97.4,9,-0.257,-3,207.40039
721,72,1,220520,224923,42.17115828,-90.1081997,3941,98,9,0,1,207.7002
722,72,2,220520,224924,42.17115132,-90.10814241,3788,99.3,9.3,0.154,1,208
723,72,3,220520,224925,42.17114452,-90.10808509,3798,99.1,9.3,0,1,208
724,72,4,220520,224926,42.17113944,-90.10802493,4709,96.5,9.7,0.206,1,208.2998
725,72,5,220520,224927,42.17113558,-90.10796773,4319,95.2,9.2,-0.257,1,208.60059
726,72,6,220520,224928,42.1711296,-90.10790961,5582,97.9,9.4,0.103,1,208.60059
727,72,7,220520,224929,42.17112324,-90.1078522,4538,98.5,9.3,-0.051,1,208.90039
728,72,8,220520,224930,42.17111688,-90.10779604,5007,98.7,9.1,-0.103,1,209.10059
729,72,9,220520,224931,42.17111,-90.10774,4164,99.4,9.1,0,1,209.10059
730,73,0,220520,224945,42.17093676,-90.1074,3871,192.5,0.4,-1.08,14,205.2998
731,73,1,220520,224946,42.17093815,-90.1074,4076,0,0.3,-0.051,1,205.2998
732,73,2,220520,224947,42.17093907,-90.1074,4338,0,0.2,-0.051,1,205.2998
733,73,3,220520,224948,42.17093954,-90.1074,4001,0,0.1,-0.051,1,205.2998
734,73,4,220520,224949,42.17093954,-90.1074,4342,0,0,-0.051,1,205.2998
735,73,5,220520,224950,42.17094,-90.1074,4291,0,0.1,0.051,1,205.2998
736,73,6,220520,224951,42.17094,-90.1074,4052,0,0,-0.051,1,205.2998
737,73,7,220520,224952,42.17094,-90.1074,3974,0,0,0,1,205.2998
738,73,8,220520,224953,42.17094,-90.1074,3999,0,0,0,1,205.2998
739,73,9,220520,224954,42.17094,-90.1074,3983,0,0,0,1,205.2998
740,74,0,220520,224950,42.17100178,-90.10742231,4012,138.2,6.1,3.138,-4,205.7002
741,74,1,220520,224951,42.1709833,-90.1074046,4015,144.6,4.9,-0.617,1,205.7002
742,74,2,220520,224952,42.17096922,-90.1073938,4130,150.4,3.5,-0.72,1,205.2998
743,74,3,220520,224953,42.17095131,-90.10739673,4627,186.9,3.9,0.206,1,205.2998
744,74,4,220520,224954,42.17094,-90.1074,4169,192.1,2.5,-0.72,1,205.2998
745,74,5,220520,224955,42.17094,-90.1074,3974,0,0,-1.286,1,205.2998
746,74,6,220520,224956,42.17094,-90.1074,3963,0,0,0,1,205.2998
747,74,7,220520,224957,42.17094,-90.1074,3992,0,0,0,1,205.2998
748,74,8,220520,224958,42.17094,-90.1074,3956,0,0,0,1,205.2998
749,74,9,220520,224959,42.17094,-90.1074,3962,0,0,0,1,205.2998
750,75,0,220520,225013,42.17092861,-90.1074,3967,0,0,0,14,205.2998
751,75,1,220520,225014,42.17092907,-90.1074,3966,0,0.1,0.051,1,205.2998
752,75,2,220520,225015,42.17092954,-90.1074,3965,0,0.1,0,1,205.2998
753,75,3,220520,225016,42.17092954,-90.1074,3969,0,0,-0.051,1,205.2998
754,75,4,220520,225017,42.17093,-90.1074,3966,0,0.1,0.051,1,205.2998
755,75,5,220520,225018,42.17093,-90.1074,3967,0,0,-0.051,1,205.2998
756,75,6,220520,225019,42.17093,-90.1074,3969,0,0,0,1,205.2998
757,75,7,220520,225020,42.17093,-90.1074,3965,0,0,0,1,205.2998
758,75,8,220520,225021,42.17093,-90.1074,3966,0,0,0,1,205.2998
759,75,9,220520,225022,42.17093,-90.1074,3965,0,0,0,1,205.2998
760,76,0,220520,225019,42.17092954,-90.1074,3966,0,0,0,-3,205.2998
761,76,1,220520,225020,42.17092954,-90.1074,3967,0,0,0,1,205.2998
762,76,2,220520,225021,42.17092954,-90.1074,3968,0,0,0,1,205.2998
763,76,3,220520,225022,42.17092954,-90.1074,3967,0,0,0,1,205.2998
764,76,4,220520,225023,42.17092954,-90.1074,3965,0,0,0,1,205.2998
765,76,5,220520,225024,42.17092954,-90.1074,3968,0,0,0,1,205.2998
766,76,6,220520,225025,42.17092954,-90.1074,3967,0,0,0,1,205.2998
767,76,7,220520,225026,42.17092954,-90.1074,3969,0,0,0,1,205.2998
768,76,8,220520,225027,42.17092954,-90.1074,3969,0,0,0,1,205.2998
769,76,9,220520,225028,42.17093,-90.1074,3973,0,0.1,0.051,1,205.2998
770,77,0,220520,225032,42.17090954,-90.1074,3971,0,0.1,0.051,4,204.90039
771,77,1,220520,225033,42.17090954,-90.1074,3974,0,0,-0.051,1,204.90039
772,77,2,220520,225034,42.17090954,-90.1074,3972,0,0,0,1,204.90039
773,77,3,220520,225035,42.17090954,-90.1074,3973,0,0,0,1,204.90039
774,77,4,220520,225036,42.17090954,-90.1074,3971,0,0,0,1,204.90039
775,77,5,220520,225037,42.17090954,-90.1074,3972,0,0,0,1,204.90039
776,77,6,220520,225038,42.17090954,-90.1074,3969,0,0,0,1,204.90039
777,77,7,220520,225039,42.17090954,-90.1074,3971,0,0,0,1,204.90039
778,77,8,220520,225040,42.17091,-90.1074,3970,0,0.1,0.051,1,204.90039
779,77,9,220520,225041,42.17091,-90.1074,3969,0,0,-0.051,1,204.90039
780,78,0,220520,225052,42.17090769,-90.10739,3967,0,0.1,0.051,11,204.90039
781,78,1,220520,225053,42.17090769,-90.10739,3973,0,0,-0.051,1,204.90039
782,78,2,220520,225054,42.17090815,-90.10739,3964,0,0.1,0.051,1,204.90039
783,78,3,220520,225055,42.17090861,-90.10739,3971,0,0.1,0,1,204.90039
784,78,4,220520,225056,42.17090907,-90.10739,3975,0,0.1,0,1,204.90039
785,78,5,220520,225057,42.17090907,-90.10739,3970,0,0,-0.051,1,204.90039
786,78,6,220520,225058,42.17090907,-90.10739,3974,0,0,0,1,204.90039
787,78,7,220520,225059,42.17090954,-90.10739,3970,0,0.1,0.051,1,204.90039
788,78,8,220520,225100,42.17091,-90.10739,3966,0,0.1,0,1,204.90039
789,78,9,220520,225101,42.17091,-90.10739,3969,0,0,-0.051,1,204.90039
790,79,0,220520,225056,42.17092907,-90.10739,3972,0,0,0,-5,205.2998
791,79,1,220520,225057,42.17092907,-90.10739,3974,0,0,0,1,205.2998
792,79,2,220520,225058,42.17092907,-90.10739,3971,0,0,0,1,205.2998
793,79,3,220520,225059,42.17092954,-90.10739,3970,0,0.1,0.051,1,205.2998
794,79,4,220520,225100,42.17092954,-90.10739,3971,0,0,-0.051,1,205.2998
795,79,5,220520,225101,42.17092954,-90.10739,3972,0,0,0,1,205.2998
796,79,6,220520,225102,42.17092954,-90.10739,3973,0,0,0,1,205.2998
797,79,7,220520,225103,42.17092954,-90.10739,3972,0,0,0,1,205.2998
798,79,8,220520,225104,42.17093,-90.10739,3969,0,0.1,0.051,1,205.2998
799,79,9,220520,225105,42.17093,-90.10739,3966,0,0,-0.051,1,205.2998
800,80,0,220520,225116,42.17094,-90.10739,3968,0,0.1,0,11,205.2998
801,80,1,220520,225117,42.17094,-90.10739,3970,0,0,-0.051,1,205.2998
802,80,2,220520,225118,42.17094,-90.10739,3969,0,0,0,1,205.2998
803,80,3,220520,225119,42.17094,-90.10739,3972,0,0,0,1,205.2998
804,80,4,220520,225120,42.17094,-90.10739,3972,0,0,0,1,205.2998
805,80,5,220520,225121,42.17094,-90.10739,3968,0,0,0,1,205.2998
806,80,6,220520,225122,42.17094,-90.10739,3968,0,0,0,1,205.2998
807,80,7,220520,225123,42.17094,-90.10739,3969,0,0,0,1,205.2998
808,80,8,220520,225124,42.17094,-90.10739,3972,0,0,0,1,205.2998
809,80,9,220520,225125,42.17094,-90.10739,3970,0,0,0,1,205.2998
810,81,0,220520,225121,42.17092954,-90.10739,3968,0,0,0,-4,205.2998
811,81,1,220520,225122,42.17092954,-90.10739,3967,0,0,0,1,205.2998
812,81,2,220520,225123,42.17092954,-90.10739,3968,0,0,0,1,205.2998
813,81,3,220520,225124,42.17092954,-90.10739,3967,0,0,0,1,205.2998
814,81,4,220520,225125,42.17093,-90.10739,3968,0,0.1,0.051,1,205.2998
815,81,5,220520,225126,42.17093,-90.10739,3970,0,0,-0.051,1,205.2998
816,81,6,220520,225127,42.17093,-90.10739,4041,0,0,0,1,205.2998
817,81,7,220520,225128,42.17093,-90.10739,3979,0,0,0,1,205.2998
818,81,8,220520,225129,42.17093,-90.10739,3965,0,0,0,1,205.2998
819,81,9,220520,225130,42.17093,-90.10739,3975,0,0,0,1,205.2998
820,82,0,220520,225135,42.17093,-90.10739,3966,0,0,0,5,205.2998
821,82,1,220520,225136,42.17093,-90.10739,3974,0,0,0,1,205.2998
822,82,2,220520,225137,42.17093,-90.10739,3967,0,0,0,1,205.2998
823,82,3,220520,225138,42.17093,-90.10739,3974,0,0,0,1,205.2998
824,82,4,220520,225139,42.17093,-90.10739,3970,0,0,0,1,205.2998
825,82,5,220520,225140,42.17093,-90.10739,3972,0,0,0,1,205.2998
826,82,6,220520,225141,42.17093,-90.10739,3970,0,0,0,1,205.2998
827,82,7,220520,225142,42.17093,-90.10739,3969,0,0,0,1,205.2998
828,82,8,220520,225143,42.17093,-90.10739,3948,0,0,0,1,205.2998
829,82,9,220520,225144,42.17093,-90.10739,3963,0,0,0,1,205.2998
830,83,0,220520,225141,42.17093,-90.10739,3968,0,0,0,-3,205.2998
831,83,1,220520,225142,42.17093,-90.10739,3973,0,0,0,1,205.2998
832,83,2,220520,225143,42.17093,-90.10739,3968,0,0,0,1,205.2998
833,83,3,220520,225144,42.17093,-90.10739,3976,0,0,0,1,205.2998
834,83,4,220520,225145,42.17093,-90.10739,3724,0,0,0,1,205.2998
835,83,5,220520,225146,42.17093,-90.10739,3885,0,0,0,1,205.2998
836,83,6,220520,225147,42.17093,-90.10739,4210,0,0,0,1,205.2998
837,83,7,220520,225148,42.17093,-90.10739,3929,0,0,0,1,205.2998
838,83,8,220520,225149,42.17093,-90.10739,3955,0,0,0,1,205.2998
839,83,9,220520,225150,42.17093,-90.10739,3975,0,0,0,1,205.2998
840,84,0,220520,225201,42.17093,-90.10739,3968,0,0,0,11,205.2998
841,84,1,220520,225202,42.17093,-90.10739,3966,0,0,0,1,205.2998
842,84,2,220520,225203,42.17093,-90.10739,3963,0,0,0,1,205.2998
843,84,3,220520,225204,42.17093,-90.10739,3964,0,0,0,1,205.2998
844,84,4,220520,225205,42.17093,-90.10739,3964,0,0,0,1,205.2998
845,84,5,220520,225206,42.17093,-90.10739,3968,0,0,0,1,205.2998
846,84,6,220520,225207,42.17093,-90.10739,3968,0,0,0,1,205.2998
847,84,7,220520,225208,42.17093,-90.10739,3964,0,0,0,1,205.2998
848,84,8,220520,225209,42.17093,-90.10739,3961,0,0,0,1,205.2998
849,84,9,220520,225210,42.17093,-90.10739,3963,0,0,0,1,205.2998
850,85,0,220520,225205,42.17093,-90.10739,3968,0,0,0,-5,205.2998
851,85,1,220520,225206,42.17093,-90.10739,3964,0,0,0,1,205.2998
852,85,2,220520,225207,42.17093,-90.10739,3964,0,0,0,1,205.2998
853,85,3,220520,225208,42.17093,-90.10739,3964,0,0,0,1,205.2998
854,85,4,220520,225209,42.17093,-90.10739,3962,0,0,0,1,205.2998
855,85,5,220520,225210,42.17093,-90.10739,3970,0,0,0,1,205.2998
856,85,6,220520,225211,42.17093,-90.10739,3961,0,0,0,1,205.2998
857,85,7,220520,225212,42.17093,-90.10739,3963,0,0,0,1,205.2998
858,85,8,220520,225213,42.17093,-90.10739,3962,0,0,0,1,205.2998
859,85,9,220520,225214,42.17093,-90.10739,3963,0,0,0,1,205.2998
860,86,0,220520,225224,42.17094,-90.10739,3965,0,0,0,10,205.2998
861,86,1,220520,225225,42.17094,-90.10739,3966,0,0,0,1,205.2998
862,86,2,220520,225226,42.17094,-90.10739,3964,0,0,0,1,205.2998
863,86,3,220520,225227,42.17094,-90.10739,3965,0,0,0,1,205.2998
864,86,4,220520,225228,42.17094,-90.10739,3964,0,0,0,1,205.2998
865,86,5,220520,225229,42.17094,-90.10739,3964,0,0,0,1,205.2998
866,86,6,220520,225230,42.17094,-90.10739,3960,0,0,0,1,205.2998
867,86,7,220520,225231,42.17094,-90.10739,3962,0,0,0,1,205.2998
868,86,8,220520,225232,42.17094,-90.10739,3965,0,0,0,1,205.2998
869,86,9,220520,225233,42.17094,-90.10739,3967,0,0,0,1,205.2998
870,87,0,220520,225238,42.17094,-90.10739,3964,0,0,0,5,205.2998
871,87,1,220520,225239,42.17094,-90.10739,3965,0,0,0,1,205.2998
872,87,2,220520,225240,42.17094,-90.10739,3966,0,0,0,1,205.2998
873,87,3,220520,225241,42.17094,-90.10739,3964,0,0,0,1,205.2998
874,87,4,220520,225242,42.17094,-90.10739,3963,0,0,0,1,205.2998
875,87,5,220520,225243,42.17094,-90.10739,3966,0,0,0,1,205.2998
876,87,6,220520,225244,42.17094,-90.10739,3964,0,0,0,1,205.2998
877,87,7,220520,225245,42.17094,-90.10739,3965,0,0,0,1,205.2998
878,87,8,220520,225246,42.17094,-90.10739,3966,0,0,0,1,205.2998
879,87,9,220520,225247,42.17094,-90.10739,3963,0,0,0,1,205.2998
880,88,0,220520,225244,42.17093,-90.10739,3966,0,0,0,-3,205.2998
881,88,1,220520,225245,42.17093,-90.10739,3964,0,0,0,1,205.2998
882,88,2,220520,225246,42.17093,-90.10739,3962,0,0,0,1,205.2998
883,88,3,220520,225247,42.17093,-90.10739,3965,0,0,0,1,205.2998
884,88,4,220520,225248,42.17093,-90.10739,3963,0,0,0,1,205.2998
885,88,5,220520,225249,42.17093,-90.10739,3966,0,0,0,1,205.2998
886,88,6,220520,225250,42.17093,-90.10739,3963,0,0,0,1,205.2998
887,88,7,220520,225251,42.17093,-90.10739,3965,0,0,0,1,205.2998
888,88,8,220520,225252,42.17093,-90.10739,3965,0,0,0,1,205.2998
889,88,9,220520,225253,42.17093,-90.10739,3965,0,0,0,1,205.2998
890,89,0,220520,225308,42.17093,-90.1074,3965,0,0,0,15,205.2998
891,89,1,220520,225309,42.17093,-90.1074,3966,0,0,0,1,205.2998
892,89,2,220520,225310,42.17093,-90.1074,3963,0,0,0,1,205.2998
893,89,3,220520,225311,42.17093,-90.1074,3962,0,0,0,1,205.2998
894,89,4,220520,225312,42.17093,-90.1074,3957,0,0,0,1,205.2998
895,89,5,220520,225313,42.17093,-90.1074,3960,0,0,0,1,205.2998
896,89,6,220520,225314,42.17093,-90.1074,3959,0,0,0,1,205.2998
897,89,7,220520,225315,42.17093,-90.1074,3963,0,0,0,1,205.2998
898,89,8,220520,225316,42.17093,-90.1074,3966,0,0,0,1,205.2998
899,89,9,220520,225317,42.17093,-90.1074,3966,0,0,0,1,205.2998
900,90,0,220520,225322,42.17093954,-90.10739,3961,0,0,0,5,205.2998
901,90,1,220520,225323,42.17094,-90.10739,3962,0,0.1,0.051,1,205.2998
902,90,2,220520,225324,42.17094,-90.10739,3961,0,0,-0.051,1,205.2998
903,90,3,220520,225325,42.17094,-90.10739,3962,0,0,0,1,205.2998
904,90,4,220520,225326,42.17094,-90.10739,3961,0,0,0,1,205.2998
905,90,5,220520,225327,42.17094,-90.10739,3959,0,0,0,1,205.2998
906,90,6,220520,225328,42.17094,-90.10739,3963,0,0,0,1,205.2998
907,90,7,220520,225329,42.17094,-90.10739,3963,0,0,0,1,205.2998
908,90,8,220520,225330,42.17094,-90.10739,3963,0,0,0,1,205.2998
909,90,9,220520,225331,42.17094,-90.10739,3963,0,0,0,1,205.2998
910,91,0,220520,225335,42.17096,-90.1074,3962,0,0,0,4,205.2998
911,91,1,220520,225336,42.17096,-90.1074,3962,0,0,0,1,205.2998
912,91,2,220520,225337,42.17096,-90.1074,3962,0,0,0,1,205.2998
913,91,3,220520,225338,42.17096,-90.1074,3965,0,0,0,1,205.2998
914,91,4,220520,225339,42.17096,-90.1074,3966,0,0,0,1,205.2998
915,91,5,220520,225340,42.17096,-90.1074,3967,0,0,0,1,205.2998
916,91,6,220520,225341,42.17096,-90.1074,3966,0,0,0,1,205.2998
917,91,7,220520,225342,42.17096,-90.1074,3965,0,0,0,1,205.2998
918,91,8,220520,225343,42.17096,-90.1074,3967,0,0,0,1,205.2998
919,91,9,220520,225344,42.17096,-90.1074,3966,0,0,0,1,205.2998
920,92,0,220520,225343,42.17095,-90.10739,3967,0,0,0,-1,205.2998
921,92,1,220520,225344,42.17095,-90.10739,3961,0,0,0,1,205.2998
922,92,2,220520,225345,42.17095,-90.10739,3967,0,0,0,1,205.2998
923,92,3,220520,225346,42.17095,-90.10739,4433,0,0,0,1,205.2998
924,92,4,220520,225347,42.17095,-90.10739,3985,0,0,0,1,205.2998
925,92,5,220520,225348,42.17095,-90.10739,3752,0,0,0,1,205.2998
926,92,6,220520,225349,42.17095,-90.10739,4018,0,0,0,1,205.2998
927,92,7,220520,225350,42.17095,-90.10739,3966,0,0,0,1,205.2998
